0	1	1	1	556.8647986032802	3864.6417023067647
1	1	1	1	240.80068799707553	1671.1567746997043
2	1	1	1	540.6895313952882	3752.3853478833003
3	1	1	1	85.31083240932577	592.0571769207208
4	1	1	1	107.29149714542511	757.66231830618
5	1	1	1	411.37176836190093	2854.9200724315924
6	1	1	1	330.0241517504548	2290.3676131481566
7	1	1	1	1701.6198450235322	11809.241724463314
8	1	1	1	1827.222403500529	12680.923480293672
9	1	1	1	317.0146364584724	2200.0815770217987
10	1	1	1	654.16806008806	4539.926337011137
11	1	1	1	271.6954741680874	1885.5665907265266
12	1	1	1	45.522170493487096	315.92386322480047
13	1	1	1	489.49102427472565	3397.0677084665963
14	1	1	1	1268.8236740579982	8805.636297962508
15	1	1	1	839.3281567165766	5824.937407613042
16	1	1	1	38.323686122594864	265.96638169080836
17	1	1	1	930.4560256306152	6457.36481787647
18	1	1	1	1757.9639849519835	12200.270055566767
19	1	1	1	144.45279793104035	1002.50241764142
20	1	1	1	30.179780543953154	209.4476769750349
21	1	1	1	1822.7199148199588	14135.18039604847
22	1	1	1	1321.3743358935349	12439.212974688788
23	1	1	1	1878.4167025771958	13036.21191588574
24	1	1	1	14.412848517521294	157.38477791423884
25	1	1	1	284.4650397532627	1974.1873758876434
26	1	1	1	149.118778402586	1034.8843221139468
27	1	1	1	342.2586792475198	3576.8675941801675
28	1	1	1	1720.051223266865	11937.155489472043
29	1	1	1	248.73581802814303	1726.2265771153127
30	1	1	1	32.86004489943103	228.04871160205138
31	1	1	1	1798.8406054700208	12483.953801961945
32	1	1	1	1372.7790884824497	9527.086874068202
33	1	1	1	1511.150061926228	10487.381429768024
34	1	1	1	2349.9326559994006	16308.53263263584
35	1	1	1	1028.6062526959322	7767.722765110687
36	1	1	1	1.5433146567186204	10.710603717627226
37	1	1	1	471.8447319781138	3274.60243992811
38	1	1	1	372.20200923194574	2583.0819440697037
39	1	1	1	330.81861043350835	2295.881156408548
40	1	1	1	224.77843480827937	1630.2941387860512
41	1	1	1	2247.6622635636027	15598.776109131404
