1	0	Sunday	0	78.45714285714287	219.68
2	0	Sunday	0	15.275	54.99
3	0	Sunday	0	254.45714285714288	712.48
4	0	Sunday	0	78.80625	378.27000000000004
5	0	Sunday	0	54.33541666666667	260.81
6	0	Sunday	0	133.19374999999997	426.2199999999999
7	0	Sunday	0	138.9125	444.52000000000004
8	0	Sunday	0	187.04166666666666	224.45
9	0	Sunday	0	132.86666666666667	159.44
10	0	Sunday	0	87.45	279.84000000000003
11	0	Sunday	0	177.34583333333336	425.63000000000005
12	0	Sunday	0	220.8416666666666	795.0299999999999
13	0	Sunday	0	70.65178571428571	395.65
14	0	Sunday	0	194.8464285714286	545.57
15	0	Sunday	0	633.7375	1013.98
16	0	Sunday	0	222.8	445.6
17	0	Sunday	0	143.83	862.98
18	0	Sunday	0	270.45	540.9
19	0	Sunday	0	381.98333333333335	458.38
20	0	Sunday	0	59.215909090909086	260.55
21	0	Sunday	0	17.066666666666666	102.4
22	0	Sunday	0	617.6750000000001	741.21
23	0	Sunday	0	95.38125000000001	152.61
24	0	Sunday	0	621.2916666666666	745.55
25	0	Sunday	0	97.2264705882353	661.14
26	0	Sunday	0	76.10833333333333	273.99
27	0	Sunday	0	222.19772727272726	977.6700000000001
28	0	Sunday	0	218.47187499999995	699.1099999999999
29	0	Sunday	0	395.1166666666667	474.14
30	0	Sunday	0	212.66388888888886	765.5899999999999
31	0	Sunday	0	35.36333333333334	212.18
32	0	Sunday	0	395.0583333333334	474.07000000000005
33	0	Sunday	0	114.31249999999999	182.89999999999998
34	0	Sunday	0	311.075	497.71999999999997
35	0	Sunday	0	765.3	612.24
36	0	Sunday	0	330.18500000000006	660.3700000000001
37	0	Sunday	0	26.342499999999998	210.73999999999998
38	0	Sunday	0	159.14285714285714	445.59999999999997
39	0	Sunday	0	248.37187499999993	794.7899999999998
40	0	Sunday	0	66.409375	212.51
41	0	Sunday	0	175.76666666666665	632.76
42	0	Sunday	0	605.625	484.5
43	0	Sunday	0	55.45312499999999	177.45
44	0	Sunday	0	187.41666666666666	224.89999999999998
45	0	Sunday	0	100.21249999999999	160.34
46	0	Sunday	0	213.76999999999998	427.53999999999996
47	0	Sunday	1	67.63749999999999	108.22
48	0	Sunday	1	122.525	392.08000000000004
49	0	Sunday	1	77.65357142857144	217.43
50	0	Sunday	1	14.65	52.74
51	0	Sunday	1	473.6874999999999	378.94999999999993
52	0	Sunday	1	133.2	106.56
53	0	Sunday	1	361.01666666666665	433.21999999999997
54	0	Sunday	1	411.82499999999993	329.46
55	0	Sunday	1	231.5625	370.5
56	0	Sunday	1	84.60714285714286	236.89999999999998
57	0	Sunday	1	513.1999999999999	1026.3999999999999
58	0	Sunday	1	117.96944444444443	424.69
59	0	Sunday	1	31.146874999999994	99.66999999999999
60	0	Sunday	1	202.08928571428572	565.85
61	0	Sunday	1	86.95833333333333	208.7
62	0	Sunday	1	49.503125	158.41
63	0	Sunday	1	111.94166666666666	805.98
64	0	Sunday	1	820.5124999999999	656.41
65	0	Sunday	2	236.24375	377.99
66	0	Sunday	2	92.83333333333333	445.59999999999997
67	0	Sunday	2	87.24821428571428	488.5899999999999
68	0	Sunday	2	136.0909090909091	598.8000000000001
69	0	Sunday	2	608.93125	974.2900000000001
70	0	Sunday	2	131.01875	209.63000000000002
71	0	Sunday	2	171.23749999999995	547.9599999999999
