84.4765343	161.0223642	208.9285714	222.8571429	160.2739726	125.1336898	83.12611012
110.9004739	242.3076923	272.0930233	331.9148936	248.9361702	165.3710247	117.884131
161.3793103	352.4475524	563.8554217	472.7272727	414.159292	250.2673797	188.7096774
346.6666667	730.4347826	883.0188679	1300	709.0909091	641.0958904	454.368932
720	826.2295082	1376.470588	1462.5	1376.470588	1088.372093	866.6666667
955.1020408	600	433.3333333	472.7272727	445.7142857	383.6065574	806.8965517
678.2608696	206.557377	150	122.8346457	132.2033898	140.5405405	709.0909091
437.3831776	94.91525424	66.9527897	57.99256506	58.64661654	65.09040334	290.6832298
226.0869565	68.94664843	51.09170306	46.10837438	45.703125	51.71270718	172.6937269
102.8571429	99.40828402	84.17266187	82.24956063	79.3220339	78.78787879	97.5
61.82298547	114.8063781	98.73417722	84.62929476	90.34749035	91.94499018	67.53246753
51.37211855	85.42372881	79.86348123	65.36312849	64.90984743	64.90984743	55.7806913
48.90282132	61.38855055	52.11581292	49.26315789	46.75324675	44.31818182	47.6093591
42.77879342	59.43396226	53.97923875	47.17741935	44.23440454	43.41372913	37.56019262
39.09774436	63.39622642	56.4535585	50.64935065	48.85177453	45.74780059	35.26752072
39.03252711	53.84615385	45.04331088	41.8230563	44.40227704	36.36363636	33.00423131
39.03252711	42.63959391	36.67711599	30.52837573	34.82142857	28.22677925	30.76923077
41.1971831	39.5915161	32.98097252	28.19277108	30.56825604	26.81948424	30.40935673
39.56043956	45.90163934	33.30960854	29.82791587	32.03285421	27.89034565	29.30494678
43.17343173	55.81395349	37.08399366	30.36988968	34.1356674	28.92459827	26.2478968
48.59813084	53.44644751	39.8637138	34.28571429	38.67768595	30.35019455	30.33052495
52.52525253	60	41.23348018	35.42770628	45.74780059	30.72882469	35.91711435
70.27027027	82.75862069	66.00846262	57.70653514	50.98039216	34.95145631	40.24075666
114.7058824	127.9187817	120	100.6451613	79.7274276	57.42331288	55.25383707
