32.9113924	55.38461538	65.09040334	68.02325582	55.12367491	44.91362764	27.27272727
42.81793229	86.15384615	101.2987013	110.6382979	88.80455408	68.82352941	39.62743438
61.2565445	141.5730337	200	162.5	151.948052	100.862069	61.82298547
110.6382979	288	360	336.6906476	303.8961038	205.2631579	138.0530973
258.563536	333.7748343	463.3663366	607.7922078	497.8723404	425.4545454	298.0891719
450	242.3076923	183.5294117	185.7142858	196.6386554	172.6937269	307.8947369
275.2941176	89.5204263	60.07702183	50.37674919	52.94117647	56.72727273	237.5634518
148.5714286	36.84210526	24.65753425	20.36553524	21.36986301	22.85156251	112.7710843
70.90909091	23.387471	17.11151737	14.65247339	14.75875118	15.04823151	55.58194774
31.43049027	30.05366726	25.55980339	22.01317028	21.205256	21.35036497	31.49394347
18.55670103	26.88000001	24.18604652	21.42857143	20.84632517	20.21598272	19.70526316
12.69669018	17.80918728	15.31914894	12.6009693	12.60775862	12.62476396	14.48916408
10.52394873	13.87665198	11.98463508	11.31801693	10.14304291	9.576427257	10.63153112
8.734602463	13.20754717	11.43415588	10.57627119	9.921560315	9.272835348	8.566721582
8.147632313	12.99638989	11.75879397	10.23174464	10.9218203	9.919457398	7.477232784
7.933548058	11.17764471	9.997863704	9.655456985	9.762202753	8.591885442	7.21776681
8.224956063	9.145345673	8.382590005	7.63333877	8.290522587	7.513244501	6.780643292
8.878770631	10.02985075	8.904109589	7.689779822	8.133472367	8.096885813	7.085541256
10.02570694	11.67747915	9.508329948	8.409703504	8.950086059	8.226401828	6.979865771
11.00917431	13.17302666	9.745939192	8.521485797	8.981001728	8.436992969	6.859152866
12.88546255	13.75545852	10.2138804	9.027777777	10.1717018	8.713461179	7.732980833
15.64694082	16.95827725	12.32876712	10.6122449	12.4600639	8.972392639	9.852631579
23.56495468	24.68168462	19.03986981	18.94736842	17.32691595	11.3592233	12.94605809
36.44859813	41.89526184	35.72519083	32.9113924	29.9615877	18.84057971	20.46348929
